SA2_MAINCODE_2016,SA2_NAME_2016,RA_CODE_2016,RA_NAME_2016,RATIO,PERCENTAGE
510031273,Roebourne,54,Very Remote Australia,0.1836155,18.3615518
511011274,Esperance,53,Remote Australia,1,100
511011275,Esperance Region,53,Remote Australia,0.4222913,42.2291284
511011275,Esperance Region,54,Very Remote Australia,0.5777087,57.7708716
511021276,Carnarvon,54,Very Remote Australia,1,100
511021277,Exmouth,54,Very Remote Australia,1,100
511031278,Boulder,52,Outer Regional Australia,1,100
511031279,Kalgoorlie,52,Outer Regional Australia,1,100
511031280,Kalgoorlie - North,52,Outer Regional Australia,1,100
511031281,Kalgoorlie Airport,52,Outer Regional Australia,1,100
511031282,Kambalda - Coolgardie - Norseman,52,Outer Regional Australia,0.5623963,56.2396261
511031282,Kambalda - Coolgardie - Norseman,54,Very Remote Australia,0.4376037,43.7603739
511031283,Leinster - Leonora,54,Very Remote Australia,1,100
511031284,Trafalgar (WA),52,Outer Regional Australia,1,100
511041285,Geraldton,52,Outer Regional Australia,1,100
511041286,Geraldton - East,52,Outer Regional Australia,1,100
511041287,Geraldton - North,52,Outer Regional Australia,1,100
511041288,Geraldton - South,52,Outer Regional Australia,1,100
511041289,Irwin,52,Outer Regional Australia,1,100
511041290,Meekatharra,54,Very Remote Australia,1,100
511041291,Morawa,52,Outer Regional Australia,0.2743385,27.4338453
511041291,Morawa,53,Remote Australia,0.7256615,72.5661547
511041292,Northampton - Mullewa - Greenough,52,Outer Regional Australia,0.4938997,49.3899718
511041292,Northampton - Mullewa - Greenough,53,Remote Australia,0.5050905,50.5090457
511041292,Northampton - Mullewa - Greenough,54,Very Remote Australia,0.0010098,0.1009825
601011001,Bridgewater - Gagebrook,61,Inner Regional Australia,1,100
601011002,Brighton - Pontville,61,Inner Regional Australia,1,100
601011003,Old Beach - Otago,61,Inner Regional Australia,1,100
601021004,Bellerive - Rosny,61,Inner Regional Australia,1,100
601021005,Cambridge,61,Inner Regional Australia,1,100
601021006,Geilston Bay - Risdon,61,Inner Regional Australia,1,100
601021007,Howrah - Tranmere,61,Inner Regional Australia,1,100
601021008,Lindisfarne - Rose Bay,61,Inner Regional Australia,1,100
601021009,Mornington - Warrane,61,Inner Regional Australia,1,100
601021010,Risdon Vale,61,Inner Regional Australia,1,100
601021011,Rokeby,61,Inner Regional Australia,1,100
601021012,South Arm,61,Inner Regional Australia,0.6325315,63.2531527
601021012,South Arm,62,Outer Regional Australia,0.3674685,36.7468473
601031013,Austins Ferry - Granton,61,Inner Regional Australia,1,100
601031014,Berriedale - Chigwell,61,Inner Regional Australia,1,100
601031015,Claremont (Tas.),61,Inner Regional Australia,1,100
601031016,Derwent Park - Lutana,61,Inner Regional Australia,1,100
601031017,Glenorchy,61,Inner Regional Australia,1,100
601031018,Montrose - Rosetta,61,Inner Regional Australia,1,100
601031019,Moonah,61,Inner Regional Australia,1,100
601031020,New Norfolk,61,Inner Regional Australia,1,100
601031021,West Moonah,61,Inner Regional Australia,1,100
601041022,Kingston - Huntingfield,61,Inner Regional Australia,1,100
601041023,Kingston Beach - Blackmans Bay,61,Inner Regional Australia,1,100
601041024,Margate - Snug,61,Inner Regional Australia,1,100
601041025,Mount Wellington,61,Inner Regional Australia,1,100
601041026,Taroona - Bonnet Hill,61,Inner Regional Australia,1,100
601051027,Hobart,61,Inner Regional Australia,1,100
601051028,Lenah Valley - Mount Stuart,61,Inner Regional Australia,1,100
601051029,Mount Nelson - Dynnyrne,61,Inner Regional Australia,1,100
601051030,New Town,61,Inner Regional Australia,1,100
601051031,Sandy Bay,61,Inner Regional Australia,1,100
601051032,South Hobart - Fern Tree,61,Inner Regional Australia,1,100
601051033,West Hobart,61,Inner Regional Australia,1,100
601061034,Dodges Ferry - Lewisham,61,Inner Regional Australia,0.7073559,70.7355883
601061034,Dodges Ferry - Lewisham,62,Outer Regional Australia,0.2926441,29.2644117
601061035,Sorell - Richmond,61,Inner Regional Australia,0.9199018,91.9901755
601061035,Sorell - Richmond,62,Outer Regional Australia,0.0800982,8.0098245
602011036,Invermay,61,Inner Regional Australia,1,100
602011037,Kings Meadows - Punchbowl,61,Inner Regional Australia,1,100
602011038,Launceston,61,Inner Regional Australia,1,100
602011039,Legana,61,Inner Regional Australia,1,100
602011040,Mowbray,61,Inner Regional Australia,1,100
602011041,Newnham - Mayfield,61,Inner Regional Australia,1,100
602011042,Newstead,61,Inner Regional Australia,1,100
602011043,Norwood (Tas.),61,Inner Regional Australia,1,100
602011044,Prospect Vale - Blackstone,61,Inner Regional Australia,1,100
602011045,Ravenswood,61,Inner Regional Australia,1,100
602011046,Riverside,61,Inner Regional Australia,1,100
602011047,South Launceston,61,Inner Regional Australia,1,100
602011048,Summerhill - Prospect,61,Inner Regional Australia,1,100
602011049,Trevallyn,61,Inner Regional Australia,1,100
602011050,Waverley - St Leonards,61,Inner Regional Australia,1,100
602011051,West Launceston,61,Inner Regional Australia,1,100
602011052,Youngtown - Relbia,61,Inner Regional Australia,1,100
602021053,Beauty Point - Beaconsfield,62,Outer Regional Australia,1,100
602021054,Deloraine,62,Outer Regional Australia,1,100
602021055,Grindelwald - Lanena,61,Inner Regional Australia,0.3057302,30.5730228
602021055,Grindelwald - Lanena,62,Outer Regional Australia,0.6942698,69.4269772
602021056,Hadspen - Carrick,61,Inner Regional Australia,1,100
602021057,Westbury,62,Outer Regional Australia,1,100
602031058,Dilston - Lilydale,61,Inner Regional Australia,0.2659949,26.5994916
602031058,Dilston - Lilydale,62,Outer Regional Australia,0.7340051,73.4005084
602031059,George Town,62,Outer Regional Australia,1,100
602031060,Longford,61,Inner Regional Australia,0.8850777,88.5077677
602031060,Longford,62,Outer Regional Australia,0.1149223,11.4922323
602031061,Northern Midlands,62,Outer Regional Australia,1,100
602031062,Perth - Evandale,61,Inner Regional Australia,1,100
602031064,St Helens - Scamander,62,Outer Regional Australia,0.9782214,97.8221375
602031064,St Helens - Scamander,63,Remote Australia,0.0217786,2.1778625
602031099,Flinders and Cape Barren Islands,64,Very Remote Australia,1,100
602031100,Scottsdale - Bridport,62,Outer Regional Australia,1,100
603011065,Central Highlands,62,Outer Regional Australia,0.8654594,86.545945
603011065,Central Highlands,63,Remote Australia,0.1345406,13.454055
603011066,Derwent Valley,61,Inner Regional Australia,0.5254072,52.5407192
603011066,Derwent Valley,62,Outer Regional Australia,0.4745928,47.4592808
603011067,Southern Midlands,61,Inner Regional Australia,0.2335101,23.3510103
603011067,Southern Midlands,62,Outer Regional Australia,0.7664899,76.6489897
603011068,Wilderness - East,63,Remote Australia,1,100
603021069,Bruny Island - Kettering,61,Inner Regional Australia,0.1536892,15.3689212
603021069,Bruny Island - Kettering,62,Outer Regional Australia,0.8463108,84.6310788
603021070,Cygnet,62,Outer Regional Australia,1,100
603021071,Geeveston - Dover,62,Outer Regional Australia,1,100
603021072,Huonville - Franklin,62,Outer Regional Australia,1,100
603031073,Forestier - Tasman,62,Outer Regional Australia,1,100
603031074,Triabunna - Bicheno,62,Outer Regional Australia,0.4525215,45.2521544
603031074,Triabunna - Bicheno,63,Remote Australia,0.5474785,54.7478456
604011075,Acton - Upper Burnie,62,Outer Regional Australia,1,100
604011076,Burnie - Ulverstone Region,62,Outer Regional Australia,1,100
604011077,Burnie - Wivenhoe,62,Outer Regional Australia,1,100
604011078,Parklands - Camdale,62,Outer Regional Australia,1,100
604011079,Penguin - Sulphur Creek,62,Outer Regional Australia,1,100
604011080,Romaine - Havenview,62,Outer Regional Australia,1,100
604011081,Somerset,62,Outer Regional Australia,1,100
604011082,Ulverstone,62,Outer Regional Australia,1,100
604011083,West Ulverstone,62,Outer Regional Australia,1,100
604011084,Wynyard,62,Outer Regional Australia,1,100
604021085,Devonport,61,Inner Regional Australia,1,100
604021086,East Devonport,61,Inner Regional Australia,1,100
604021087,Latrobe,61,Inner Regional Australia,0.7702192,77.0219245
604021087,Latrobe,62,Outer Regional Australia,0.2297808,22.9780755
604021088,Miandetta - Don,61,Inner Regional Australia,0.901295,90.1295039
604021088,Miandetta - Don,62,Outer Regional Australia,0.098705,9.8704961
604021089,Port Sorell,62,Outer Regional Australia,1,100
604021090,Quoiba - Spreyton,61,Inner Regional Australia,0.668484,66.8484018
604021090,Quoiba - Spreyton,62,Outer Regional Australia,0.331516,33.1515982
604021091,Sheffield - Railton,62,Outer Regional Australia,1,100
604021092,Turners Beach - Forth,62,Outer Regional Australia,1,100
604031093,King Island,64,Very Remote Australia,1,100
604031094,North West,62,Outer Regional Australia,0.8334948,83.3494792
604031094,North West,63,Remote Australia,0.1665052,16.6505208
604031095,Smithton,62,Outer Regional Australia,1,100
604031096,Waratah,62,Outer Regional Australia,1,100
604031097,West Coast (Tas.),63,Remote Australia,1,100
604031098,Wilderness - West,63,Remote Australia,1,100
701011001,Darwin Airport,72,Outer Regional Australia,1,100
701011002,Darwin City,72,Outer Regional Australia,1,100
701011003,East Point,72,Outer Regional Australia,1,100
701011004,Fannie Bay - The Gardens,72,Outer Regional Australia,1,100
701011005,Larrakeyah,72,Outer Regional Australia,1,100
701011006,Ludmilla - The Narrows,72,Outer Regional Australia,1,100
701011007,Parap,72,Outer Regional Australia,1,100
701011008,Stuart Park,72,Outer Regional Australia,1,100
701011009,Woolner - Bayview - Winnellie,72,Outer Regional Australia,1,100
701021010,Alawa,72,Outer Regional Australia,1,100
701021011,Anula,72,Outer Regional Australia,1,100
701021012,Berrimah,72,Outer Regional Australia,1,100
701021013,Brinkin - Nakara,72,Outer Regional Australia,1,100
701021014,Buffalo Creek,72,Outer Regional Australia,1,100
701021015,Charles Darwin,72,Outer Regional Australia,1,100
701021016,Coconut Grove,72,Outer Regional Australia,1,100
701021017,East Arm,72,Outer Regional Australia,1,100
701021018,Jingili,72,Outer Regional Australia,1,100
701021019,Karama,72,Outer Regional Australia,1,100
701021020,Leanyer,72,Outer Regional Australia,1,100
701021021,Lyons (NT),72,Outer Regional Australia,1,100
701021022,Malak - Marrara,72,Outer Regional Australia,1,100
701021023,Millner,72,Outer Regional Australia,1,100
701021024,Moil,72,Outer Regional Australia,1,100
701021025,Nightcliff,72,Outer Regional Australia,1,100
701021026,Rapid Creek,72,Outer Regional Australia,1,100
701021027,Tiwi,72,Outer Regional Australia,1,100
701021028,Wagaman,72,Outer Regional Australia,1,100
701021029,Wanguri,72,Outer Regional Australia,1,100
701021030,Wulagi,72,Outer Regional Australia,1,100
701031031,Howard Springs,72,Outer Regional Australia,1,100
701031032,Humpty Doo,72,Outer Regional Australia,1,100
701031033,Koolpinyah,72,Outer Regional Australia,1,100
701031034,Virginia,72,Outer Regional Australia,1,100
701031035,Weddell,72,Outer Regional Australia,1,100
701041036,Bakewell,72,Outer Regional Australia,1,100
701041037,Driver,72,Outer Regional Australia,1,100
701041038,Durack - Marlow Lagoon,72,Outer Regional Australia,1,100
701041039,Gray,72,Outer Regional Australia,1,100
701041040,Moulden,72,Outer Regional Australia,1,100
701041041,Palmerston - North,72,Outer Regional Australia,1,100
701041042,Palmerston - South,72,Outer Regional Australia,1,100
701041043,Rosebery - Bellamack,72,Outer Regional Australia,1,100
701041044,Woodroffe,72,Outer Regional Australia,1,100
702011045,Charles,73,Remote Australia,1,100
702011046,East Side,73,Remote Australia,1,100
702011047,Flynn (NT),73,Remote Australia,1,100
702011048,Larapinta,73,Remote Australia,1,100
702011049,Mount Johns,73,Remote Australia,1,100
702011050,Petermann - Simpson,74,Very Remote Australia,1,100
702011051,Ross,73,Remote Australia,1,100
702011052,Sandover - Plenty,73,Remote Australia,0.5531389,55.3138884
702011052,Sandover - Plenty,74,Very Remote Australia,0.4468611,44.6861116
702011053,Tanami,74,Very Remote Australia,1,100
702011054,Yuendumu - Anmatjere,74,Very Remote Australia,1,100
702021055,Barkly,74,Very Remote Australia,1,100
702021056,Tennant Creek,74,Very Remote Australia,1,100
702031057,Alligator,73,Remote Australia,1,100
702031058,Daly,73,Remote Australia,0.334412,33.4411996
702031058,Daly,74,Very Remote Australia,0.665588,66.5588004
702031059,Thamarrurr,74,Very Remote Australia,1,100
702031060,Tiwi Islands,73,Remote Australia,0.6371788,63.717885
702031060,Tiwi Islands,74,Very Remote Australia,0.3628212,36.282115
702031061,West Arnhem,73,Remote Australia,0.233731,23.373097
702031061,West Arnhem,74,Very Remote Australia,0.766269,76.626903
702041062,Anindilyakwa,74,Very Remote Australia,1,100
702041063,East Arnhem,74,Very Remote Australia,1,100
702041064,Nhulunbuy,74,Very Remote Australia,1,100
702051065,Elsey,74,Very Remote Australia,1,100
702051066,Gulf,74,Very Remote Australia,1,100
702051067,Katherine,73,Remote Australia,1,100
702051068,Victoria River,74,Very Remote Australia,1,100
801011001,Aranda,80,Major Cities of Australia,1,100
801011002,Belconnen,80,Major Cities of Australia,1,100
801011003,Bruce,80,Major Cities of Australia,1,100
801011004,Charnwood,80,Major Cities of Australia,1,100
801011005,Cook,80,Major Cities of Australia,1,100
801011006,Dunlop,80,Major Cities of Australia,1,100
801011007,Evatt,80,Major Cities of Australia,1,100
801011008,Florey,80,Major Cities of Australia,1,100
801011009,Flynn (ACT),80,Major Cities of Australia,1,100
801011010,Fraser,80,Major Cities of Australia,1,100
801011011,Giralang,80,Major Cities of Australia,1,100
801011012,Gooromon,80,Major Cities of Australia,1,100
801011013,Hawker,80,Major Cities of Australia,1,100
801011014,Higgins,80,Major Cities of Australia,1,100
801011015,Holt,80,Major Cities of Australia,1,100
801011016,Kaleen,80,Major Cities of Australia,1,100
801011017,Latham,80,Major Cities of Australia,1,100
801011018,Lawson,80,Major Cities of Australia,1,100
801011019,Macgregor (ACT),80,Major Cities of Australia,1,100
801011020,Macquarie,80,Major Cities of Australia,1,100
801011021,McKellar,80,Major Cities of Australia,1,100
801011022,Melba,80,Major Cities of Australia,1,100
801011023,Page,80,Major Cities of Australia,1,100
801011024,Scullin,80,Major Cities of Australia,1,100
801011025,Spence,80,Major Cities of Australia,1,100
801011026,Weetangera,80,Major Cities of Australia,1,100
801011111,Molonglo Corridor,80,Major Cities of Australia,1,100
801011112,West Belconnen,80,Major Cities of Australia,1,100
801031031,Hume,80,Major Cities of Australia,1,100
801031032,Kowen,81,Inner Regional Australia,1,100
801031113,Canberra East,80,Major Cities of Australia,1,100
801031114,Canberra Airport,80,Major Cities of Australia,1,100
801031115,Majura,80,Major Cities of Australia,1,100
801041034,Amaroo,80,Major Cities of Australia,1,100
801041035,Bonner,80,Major Cities of Australia,1,100
801041036,Casey,80,Major Cities of Australia,1,100
801041037,Crace,80,Major Cities of Australia,1,100
801041038,Forde,80,Major Cities of Australia,1,100
801041039,Franklin,80,Major Cities of Australia,1,100
801041040,Gungahlin,80,Major Cities of Australia,1,100
801041043,Hall,80,Major Cities of Australia,1,100
801041044,Harrison,80,Major Cities of Australia,1,100
801041045,Mitchell,80,Major Cities of Australia,1,100
801041046,Ngunnawal,80,Major Cities of Australia,1,100
801041047,Nicholls,80,Major Cities of Australia,1,100
801041048,Palmerston,80,Major Cities of Australia,1,100
801041116,Gungahlin - East,80,Major Cities of Australia,1,100
801041117,Gungahlin - West,80,Major Cities of Australia,1,100
801041118,Jacka,80,Major Cities of Australia,1,100
801041119,Kenny,80,Major Cities of Australia,1,100
801041120,Moncrieff,80,Major Cities of Australia,1,100
801041121,Taylor,80,Major Cities of Australia,1,100
801041122,Throsby,80,Major Cities of Australia,1,100
801051049,Acton,80,Major Cities of Australia,1,100
801051050,Ainslie,80,Major Cities of Australia,1,100
801051051,Braddon,80,Major Cities of Australia,1,100
801051053,Civic,80,Major Cities of Australia,1,100
801051054,Dickson,80,Major Cities of Australia,1,100
801051055,Downer,80,Major Cities of Australia,1,100
801051056,Hackett,80,Major Cities of Australia,1,100
801051057,Lyneham,80,Major Cities of Australia,1,100
801051058,O'Connor (ACT),80,Major Cities of Australia,1,100
801051060,Turner,80,Major Cities of Australia,1,100
801051061,Watson,80,Major Cities of Australia,1,100
801051123,Black Mountain,80,Major Cities of Australia,1,100
801051124,Campbell,80,Major Cities of Australia,1,100
801051125,Duntroon,80,Major Cities of Australia,1,100
801051126,Parkes (ACT) - North,80,Major Cities of Australia,1,100
801051127,Reid,80,Major Cities of Australia,1,100
801051128,Russell,80,Major Cities of Australia,1,100
801061062,Deakin,80,Major Cities of Australia,1,100
801061063,Forrest,80,Major Cities of Australia,1,100
801061064,Griffith (ACT),80,Major Cities of Australia,1,100
801061066,Lake Burley Griffin,80,Major Cities of Australia,1,100
801061067,Narrabundah,80,Major Cities of Australia,1,100
801061068,Parkes (ACT) - South,80,Major Cities of Australia,1,100
801061069,Red Hill (ACT),80,Major Cities of Australia,1,100
801061070,Yarralumla,80,Major Cities of Australia,1,100
801061129,Barton,80,Major Cities of Australia,1,100
801061130,Fyshwick,80,Major Cities of Australia,1,100
801061131,Kingston (ACT),80,Major Cities of Australia,1,100
801071071,Banks,80,Major Cities of Australia,1,100
801071072,Bonython,80,Major Cities of Australia,1,100
801071073,Calwell,80,Major Cities of Australia,1,100
801071074,Chisholm,80,Major Cities of Australia,1,100
801071075,Conder,80,Major Cities of Australia,1,100
801071076,Fadden,80,Major Cities of Australia,1,100
801071077,Gilmore,80,Major Cities of Australia,1,100
801071078,Gordon (ACT),80,Major Cities of Australia,1,100
801071079,Gowrie (ACT),80,Major Cities of Australia,1,100
801071080,Greenway,80,Major Cities of Australia,1,100
801071081,Isabella Plains,80,Major Cities of Australia,1,100
801071082,Kambah,80,Major Cities of Australia,1,100
801071083,Macarthur,80,Major Cities of Australia,1,100
801071084,Monash,80,Major Cities of Australia,1,100
801071085,Mount Taylor,80,Major Cities of Australia,1,100
801071086,Oxley (ACT),80,Major Cities of Australia,1,100
801071087,Richardson,80,Major Cities of Australia,1,100
801071088,Theodore,80,Major Cities of Australia,1,100
801071089,Tuggeranong,81,Inner Regional Australia,1,100
801071090,Wanniassa,80,Major Cities of Australia,1,100
801071132,Tuggeranong - West,80,Major Cities of Australia,1,100
801081091,Chapman,80,Major Cities of Australia,1,100
801081092,Duffy,80,Major Cities of Australia,1,100
801081093,Fisher,80,Major Cities of Australia,1,100
801081094,Holder,80,Major Cities of Australia,1,100
801081095,Rivett,80,Major Cities of Australia,1,100
801081096,Stirling,80,Major Cities of Australia,1,100
801081097,Waramanga,80,Major Cities of Australia,1,100
801081098,Weston,80,Major Cities of Australia,1,100
801081133,Scrivener,80,Major Cities of Australia,1,100
801091099,Chifley,80,Major Cities of Australia,1,100
801091100,Curtin,80,Major Cities of Australia,1,100
801091101,Farrer,80,Major Cities of Australia,1,100
801091102,Garran,80,Major Cities of Australia,1,100
801091103,Hughes,80,Major Cities of Australia,1,100
801091104,Isaacs,80,Major Cities of Australia,1,100
801091105,Lyons (ACT),80,Major Cities of Australia,1,100
801091106,Mawson,80,Major Cities of Australia,1,100
801091107,O'Malley,80,Major Cities of Australia,1,100
801091108,Pearce,80,Major Cities of Australia,1,100
801091109,Phillip,80,Major Cities of Australia,1,100
801091110,Torrens,80,Major Cities of Australia,1,100
801101134,Arboretum,80,Major Cities of Australia,1,100
801101135,Coombs,80,Major Cities of Australia,1,100
801101136,Denman Prospect,80,Major Cities of Australia,1,100
801101137,Molonglo,80,Major Cities of Australia,1,100
801101138,Molonglo - North,80,Major Cities of Australia,1,100
801101139,Wright,80,Major Cities of Australia,1,100
801111140,ACT - South West,81,Inner Regional Australia,1,100
801111141,Namadgi,81,Inner Regional Australia,1,100
901011001,Christmas Island,94,Very Remote Australia,1,100
901021002,Cocos (Keeling) Islands,94,Very Remote Australia,1,100
901031003,Jervis Bay,91,Inner Regional Australia,1,100
901041004,Norfolk Island,94,Very Remote Australia,1,100
